color_hex,shape,sound,label
#6AB067,shape_7,sound_1,calm
#558143,shape_7,sound_6,calm
#4D8941,shape_4,sound_1,calm
#69916B,shape_4,sound_6,calm
#5D844B,shape_5,sound_6,calm
#4B7858,shape_1,sound_4,calm
#92C6A5,shape_7,sound_1,calm
#5E9448,shape_4,sound_4,calm
#608362,shape_7,sound_1,calm
#5BB074,shape_7,sound_4,calm
#439464,shape_2,sound_4,calm
#5F9255,shape_7,sound_6,calm
#8FB48F,shape_5,sound_1,calm
#729E5C,shape_4,sound_1,calm
#629653,shape_5,sound_4,calm
#66AE61,shape_1,sound_6,calm
#6A9367,shape_4,sound_1,calm
#84A88D,shape_1,sound_2,calm
#77B48E,shape_7,sound_1,calm
#7E9D74,shape_5,sound_2,calm
#85C567,shape_5,sound_2,calm
#A5CAA1,shape_5,sound_1,calm
#65A069,shape_6,sound_6,calm
#6DAB7D,shape_1,sound_1,calm
#79AE56,shape_1,sound_2,calm
#567F60,shape_1,sound_2,calm
#577A49,shape_4,sound_6,calm
#47743E,shape_7,sound_1,calm
#549160,shape_5,sound_1,calm
#90AC84,shape_1,sound_2,calm
#5C7C5F,shape_1,sound_1,calm
#4BA56A,shape_5,sound_1,calm
#5CBB83,shape_7,sound_2,calm
#569769,shape_4,sound_2,calm
#799E86,shape_8,sound_1,calm
#85AF93,shape_7,sound_6,calm
#5F8163,shape_1,sound_6,calm
#5AB352,shape_7,sound_6,calm
#4D7247,shape_1,sound_2,calm
#3E824B,shape_5,sound_2,calm
#799C7A,shape_4,sound_2,calm
#97C993,shape_7,sound_2,calm
#7AA080,shape_5,sound_2,calm
#53765A,shape_4,sound_1,calm
#6EA47F,shape_7,sound_4,calm
#75A682,shape_5,sound_1,calm
#78AB62,shape_4,sound_2,calm
#679167,shape_5,sound_4,calm
#608453,shape_1,sound_4,calm
#65B359,shape_5,sound_1,calm
#438847,shape_7,sound_6,calm
#52783D,shape_1,sound_2,calm
#4E764D,shape_10,sound_1,calm
#5E9062,shape_7,sound_2,calm
#77B67F,shape_1,sound_1,calm
#62785F,shape_5,sound_4,calm
#56845E,shape_5,sound_1,calm
#69AB69,shape_1,sound_1,calm
#84B293,shape_1,sound_4,calm
#5A996E,shape_7,sound_2,calm
#6B895A,shape_5,sound_6,calm
#69B36C,shape_5,sound_6,calm
#6E9B5A,shape_7,sound_4,calm
#7A42AA,shape_9,sound_5,fear
#481F74,shape_1,sound_7,fear
#422B50,shape_6,sound_9,fear
#863AA0,shape_2,sound_5,fear
#761E9C,shape_6,sound_7,fear
#522064,shape_2,sound_5,fear
#4E276F,shape_9,sound_7,fear
#56276E,shape_2,sound_7,fear
#5E2490,shape_9,sound_7,fear
#793994,shape_9,sound_9,fear
#442B52,shape_6,sound_9,fear
#3B0E4F,shape_1,sound_6,fear
#623F7A,shape_1,sound_7,fear
#80329F,shape_1,sound_6,fear
#823CA9,shape_1,sound_9,fear
#743B9E,shape_6,sound_7,fear
#461B67,shape_6,sound_7,fear
#320D56,shape_1,sound_7,fear
#5C3F7A,shape_2,sound_7,fear
#624280,shape_9,sound_7,fear
#6A4185,shape_9,sound_5,fear
#421C63,shape_9,sound_5,fear
#5D1F91,shape_2,sound_9,fear
#4F2B61,shape_1,sound_7,fear
#522961,shape_1,sound_7,fear
#472C65,shape_9,sound_6,fear
#341758,shape_6,sound_6,fear
#60328C,shape_9,sound_9,fear
#753B8D,shape_1,sound_7,fear
#7A27A8,shape_2,sound_7,fear
#3F1A60,shape_1,sound_5,fear
#3F2853,shape_9,sound_7,fear
#5E4280,shape_2,sound_9,fear
#7329AB,shape_9,sound_6,fear
#621F9A,shape_6,sound_5,fear
#79349A,shape_1,sound_9,fear
#894BAE,shape_6,sound_9,fear
#58346E,shape_1,sound_5,fear
#6E34AB,shape_2,sound_6,fear
#6F3F91,shape_4,sound_5,fear
#5C387B,shape_1,sound_5,fear
#37175F,shape_5,sound_5,fear
#3C1560,shape_9,sound_5,fear
#492A61,shape_9,sound_9,fear
#8457A1,shape_6,sound_6,fear
#2E144D,shape_9,sound_6,fear
#6229A6,shape_9,sound_9,fear
#8D4AB1,shape_6,sound_9,fear
#5E2192,shape_1,sound_5,fear
#513366,shape_6,sound_6,fear
#38134D,shape_2,sound_5,fear
#603374,shape_9,sound_5,fear
#390F62,shape_1,sound_9,fear
#36204E,shape_6,sound_5,fear
#9450AE,shape_9,sound_9,fear
#601D7B,shape_2,sound_5,fear
#5D247F,shape_1,sound_6,fear
#702F93,shape_2,sound_6,fear
#492D5C,shape_9,sound_5,fear
#6A347D,shape_1,sound_9,fear
#5C1D89,shape_2,sound_6,fear
#5F137D,shape_1,sound_9,fear
#8E38AC,shape_9,sound_5,fear
#7F2CA5,shape_2,sound_5,fear
#7B4097,shape_9,sound_6,fear
#724F9A,shape_6,sound_9,fear
#3C0D4C,shape_6,sound_6,fear
#59257F,shape_1,sound_5,fear
#41125C,shape_6,sound_9,fear
#8530B1,shape_2,sound_9,fear
#8E50A9,shape_8,sound_6,fear
#704699,shape_9,sound_5,fear
#3B2953,shape_2,sound_6,fear
#3E1C52,shape_9,sound_6,fear
#533C70,shape_1,sound_5,fear
#4D1A94,shape_1,sound_9,fear
#4E1067,shape_9,sound_6,fear
#340E63,shape_9,sound_6,fear
#571372,shape_6,sound_9,fear
#6721A1,shape_1,sound_5,fear
#7F29AF,shape_6,sound_6,fear
#54276E,shape_2,sound_9,fear
#643D99,shape_1,sound_9,fear
#551578,shape_6,sound_9,fear
#63209F,shape_6,sound_6,fear
#6D3689,shape_1,sound_9,fear
#9355A8,shape_9,sound_5,fear
#5E2B92,shape_6,sound_5,fear
#4A2172,shape_9,sound_5,fear
#51285E,shape_6,sound_5,fear
#48226C,shape_2,sound_6,fear
#9248AE,shape_9,sound_9,fear
#8549AD,shape_1,sound_5,fear
#652982,shape_2,sound_5,fear
#4C2D5B,shape_2,sound_5,fear
#864BAF,shape_1,sound_5,fear
#4C1E7F,shape_1,sound_9,fear
#965CAB,shape_6,sound_5,fear
#5A2E76,shape_1,sound_6,fear
#482A5E,shape_2,sound_5,fear
#8645B1,shape_9,sound_6,fear
#824F99,shape_9,sound_6,fear
#8920B1,shape_1,sound_9,fear
#3C1954,shape_2,sound_5,fear
#8C54AB,shape_6,sound_5,fear
#593172,shape_6,sound_9,fear
#673481,shape_9,sound_6,fear
#774B95,shape_6,sound_5,fear
#361B51,shape_6,sound_6,fear
#511F6C,shape_1,sound_6,fear
#662C9D,shape_2,sound_9,fear
#83499A,shape_9,sound_9,fear
#4E196C,shape_1,sound_5,fear
#37164D,shape_6,sound_6,fear
#34184E,shape_1,sound_6,fear
#7A49A9,shape_6,sound_5,fear
#712A93,shape_1,sound_6,fear
#481B6B,shape_2,sound_5,fear
#5C2A71,shape_6,sound_5,fear
#4A2D6C,shape_9,sound_5,fear
#62388B,shape_9,sound_6,fear
#58238A,shape_1,sound_9,fear
#41115A,shape_9,sound_6,fear
#8A4EAA,shape_9,sound_6,fear
#711F9E,shape_9,sound_5,fear
#451458,shape_1,sound_6,fear
#5A3D79,shape_1,sound_6,fear
#5C2987,shape_2,sound_5,fear
#622CA4,shape_4,sound_5,fear
#531E88,shape_9,sound_6,fear
#64388D,shape_1,sound_5,fear
#4A1C72,shape_6,sound_9,fear
#38264D,shape_6,sound_9,fear
#542872,shape_1,sound_9,fear
#5D3575,shape_6,sound_6,fear
#72439E,shape_2,sound_6,fear
#763F8E,shape_6,sound_5,fear
#763E88,shape_2,sound_9,fear
#66317A,shape_6,sound_6,fear
#5F2977,shape_2,sound_9,fear
#7D3D9F,shape_6,sound_9,fear
#401E4D,shape_2,sound_9,fear
#664490,shape_1,sound_6,fear
#533563,shape_9,sound_9,fear
#5A3778,shape_6,sound_5,fear
#613D73,shape_2,sound_5,fear
#501E7D,shape_9,sound_9,fear
#6A399B,shape_6,sound_6,fear
#46115D,shape_9,sound_5,fear
#6D4587,shape_1,sound_5,fear
#481665,shape_6,sound_6,fear
#45225D,shape_9,sound_9,fear
#6B3888,shape_9,sound_9,fear
#381C50,shape_6,sound_6,fear
#7A4C90,shape_9,sound_6,fear
#8536A0,shape_9,sound_9,fear
#7F2FA5,shape_2,sound_6,fear
#782795,shape_9,sound_5,fear
#643298,shape_9,sound_5,fear
#521D95,shape_2,sound_9,fear
#382153,shape_1,sound_6,fear
#513764,shape_2,sound_6,fear
#431481,shape_5,sound_6,fear
#5C2F71,shape_9,sound_6,fear
#884EA4,shape_9,sound_6,fear
#4F3665,shape_6,sound_9,fear
#3C1565,shape_1,sound_5,fear
#5D3971,shape_2,sound_6,fear
#77309A,shape_1,sound_9,fear
#451558,shape_1,sound_6,fear
#824399,shape_2,sound_5,fear
#381557,shape_6,sound_6,fear
#3F2059,shape_6,sound_9,fear
#4C2F63,shape_2,sound_6,fear
#4F3A6B,shape_6,sound_9,fear
#581871,shape_9,sound_9,fear
#7F3F94,shape_1,sound_6,fear
#482060,shape_9,sound_6,fear
#502582,shape_6,sound_9,fear
#602980,shape_9,sound_5,fear
#4B246D,shape_2,sound_6,fear
#441457,shape_6,sound_6,fear
#6C1995,shape_9,sound_6,fear
#4E1971,shape_6,sound_6,fear
#451257,shape_6,sound_5,fear
#351060,shape_9,sound_9,fear
#71429A,shape_6,sound_5,fear
#682F9B,shape_9,sound_6,fear
#4B2C60,shape_2,sound_6,fear
#71368F,shape_9,sound_5,fear
#3A1A53,shape_9,sound_9,fear
#45167C,shape_1,sound_5,fear
#461C64,shape_6,sound_6,fear
#53317D,shape_2,sound_5,fear
#7753A0,shape_2,sound_6,fear
#56396B,shape_9,sound_6,fear
#3D125A,shape_1,sound_9,fear
#8558B0,shape_6,sound_6,fear
#623283,shape_1,sound_5,fear
#512871,shape_9,sound_9,fear
#E60162,shape_1,sound_7,love
#EA0368,shape_3,sound_4,love
#ED1A7A,shape_8,sound_7,love
#F02787,shape_8,sound_7,love
#FE3895,shape_1,sound_5,love
#E71D60,shape_4,sound_7,love
#FE348E,shape_6,sound_7,love
#F10344,shape_4,sound_2,love
#F00946,shape_4,sound_7,love
#F50C6D,shape_8,sound_7,love
#E41267,shape_10,sound_2,love
#F3197F,shape_4,sound_1,love
#FE1E6F,shape_8,sound_7,love
#F53B97,shape_8,sound_7,love
#F52275,shape_10,sound_4,love
#F92482,shape_10,sound_7,love
#F0076C,shape_10,sound_4,love
#E40470,shape_1,sound_1,love
#E80173,shape_8,sound_7,love
#E83366,shape_1,sound_1,love
#EC245D,shape_1,sound_2,love
#E52A75,shape_8,sound_2,love
#EE1D58,shape_1,sound_7,love
#EC267A,shape_1,sound_2,love
#F8267C,shape_10,sound_5,love
#E52F67,shape_8,sound_7,love
#FB3177,shape_4,sound_1,love
#F41D75,shape_8,sound_7,love
#FA3E9C,shape_8,sound_4,love
#FD165B,shape_10,sound_7,love
#E1376A,shape_10,sound_2,love
#E22D85,shape_4,sound_1,love
#FE0277,shape_4,sound_4,love
#EC1349,shape_10,sound_5,love
#EB3067,shape_8,sound_7,love
#FA2C73,shape_10,sound_2,love
#EB2E6A,shape_10,sound_1,love
#FC046E,shape_7,sound_1,love
#EA1977,shape_10,sound_2,love
#F4177A,shape_4,sound_4,love
#ED346D,shape_1,sound_2,love
#E52356,shape_1,sound_2,love
#EC0858,shape_8,sound_2,love
#FB1066,shape_10,sound_5,love
#E02F86,shape_1,sound_2,love
#FA2267,shape_10,sound_5,love
#E32977,shape_8,sound_4,love
#F12E88,shape_8,sound_2,love
#E40154,shape_4,sound_4,love
#FB044E,shape_1,sound_1,love
#F52A65,shape_10,sound_5,love
#E62D7F,shape_1,sound_5,love
#ED0167,shape_1,sound_5,love
#F0278B,shape_1,sound_4,love
#FA3D81,shape_4,sound_5,love
#F10864,shape_4,sound_5,love
#FD156D,shape_1,sound_5,love
#E21F5D,shape_1,sound_5,love
#E91D77,shape_10,sound_1,love
#ED2B73,shape_1,sound_1,love
#F40E7A,shape_10,sound_1,love
#FD0B5A,shape_10,sound_5,love
#ED2576,shape_1,sound_1,love
#E0356A,shape_1,sound_1,love
#FD368F,shape_8,sound_5,love
#F5134E,shape_1,sound_4,love
#E2073E,shape_8,sound_4,love
#F13076,shape_8,sound_4,love
#EA076B,shape_10,sound_2,love
#FD1365,shape_10,sound_5,love
#FC044F,shape_4,sound_4,love
#FD2671,shape_8,sound_5,love
#E11658,shape_4,sound_2,love
#F53072,shape_10,sound_2,love
#F90543,shape_10,sound_2,love
#E00C73,shape_8,sound_1,love
#F80947,shape_1,sound_5,love
#E90B75,shape_10,sound_4,love
#EC1A6B,shape_8,sound_2,love
#F20359,shape_10,sound_1,love
#E90560,shape_4,sound_5,love
#F10656,shape_4,sound_2,love
#EB0248,shape_8,sound_5,love
#E22566,shape_10,sound_1,love
#FC327A,shape_8,sound_4,love
#E5116D,shape_8,sound_2,love
#F70853,shape_10,sound_4,love
#EF145E,shape_4,sound_4,love
#E83386,shape_4,sound_1,love
#F31566,shape_8,sound_1,love
#F3296F,shape_8,sound_4,love
#F02266,shape_8,sound_2,love
#E3356D,shape_1,sound_1,love
#F0336E,shape_8,sound_4,love
#F0086B,shape_4,sound_2,love
#E91971,shape_8,sound_4,love
#EC3979,shape_4,sound_2,love
#E70D6B,shape_8,sound_4,love
#ED237D,shape_1,sound_1,love
#E7066A,shape_4,sound_1,love
#E32254,shape_1,sound_1,love
#FE326E,shape_1,sound_1,love
#F0248A,shape_1,sound_2,love
#F70362,shape_1,sound_5,love
#E5387C,shape_10,sound_2,love
#E62777,shape_10,sound_2,love
#E5255F,shape_1,sound_5,love
#EB3570,shape_10,sound_5,love
#FD115E,shape_1,sound_4,love
#E42E83,shape_8,sound_2,love
#E42576,shape_1,sound_5,love
#EB1360,shape_10,sound_4,love
#F70F4E,shape_8,sound_2,love
#EF2281,shape_1,sound_4,love
#E70E6D,shape_1,sound_2,love
#F6225A,shape_8,sound_2,love
#F60859,shape_10,sound_1,love
#FD0D6F,shape_1,sound_1,love
#E2245F,shape_10,sound_5,love
#FA3D72,shape_1,sound_5,love
#F40B5D,shape_8,sound_4,love
#FE0D4F,shape_10,sound_1,love
#F5358B,shape_1,sound_1,love
#F53A89,shape_10,sound_5,love
#E12353,shape_10,sound_1,love
#F5084F,shape_1,sound_2,love
#EB1C80,shape_10,sound_1,love
#E6014F,shape_8,sound_4,love
#F81874,shape_1,sound_2,love
#F11A6D,shape_1,sound_2,love
#E32680,shape_4,sound_5,love
#F12084,shape_4,sound_4,love
#FA3468,shape_10,sound_2,love
#E11378,shape_4,sound_4,love
#EC0A5D,shape_8,sound_1,love
#E30C5E,shape_4,sound_5,love
#E12768,shape_1,sound_1,love
#F40365,shape_8,sound_2,love
#E33877,shape_4,sound_5,love
#FD2868,shape_10,sound_2,love
#FD2684,shape_8,sound_5,love
#ED2B5F,shape_1,sound_2,love
#F80D71,shape_10,sound_1,love
#EA2A63,shape_10,sound_5,love
#F21B7B,shape_8,sound_5,love
#FB0556,shape_4,sound_2,love
#F9136C,shape_4,sound_4,love
#F40B4B,shape_1,sound_4,love
#F20463,shape_10,sound_5,love
#F92E6A,shape_10,sound_5,love
#F12980,shape_4,sound_1,love
#EB2886,shape_4,sound_4,love
#ED3261,shape_4,sound_4,love
#F60151,shape_10,sound_2,love
#F41368,shape_8,sound_5,love
#E6196A,shape_1,sound_2,love
#E8145E,shape_10,sound_5,love
#E12479,shape_8,sound_2,love
#EC2C73,shape_1,sound_2,love
#F5246A,shape_8,sound_2,love
#E1175D,shape_8,sound_4,love
#F32A8C,shape_8,sound_2,love
#F80E7A,shape_4,sound_4,love
#F71561,shape_8,sound_4,love
#EE287E,shape_8,sound_1,love
#F72387,shape_8,sound_4,love
#EF2F72,shape_10,sound_1,love
#F71D77,shape_10,sound_2,love
#E4094B,shape_4,sound_1,love
#E50B72,shape_10,sound_5,love
#FC2C80,shape_4,sound_5,love
#E82263,shape_10,sound_5,love
#E7205C,shape_4,sound_1,love
#F80859,shape_10,sound_5,love
#FD2B7D,shape_4,sound_4,love
#E6127B,shape_8,sound_2,love
#E61A5E,shape_4,sound_5,love
#EB1F72,shape_4,sound_2,love
#F80B7B,shape_10,sound_5,love
#E6325F,shape_1,sound_1,love
#E92E6F,shape_4,sound_1,love
#F91E89,shape_1,sound_2,love
#F82965,shape_1,sound_5,love
#EE1171,shape_8,sound_4,love
#FE3C8D,shape_1,sound_5,love
#E90450,shape_10,sound_4,love
#EA2E7B,shape_10,sound_4,love
#E42368,shape_1,sound_5,love
#EB0258,shape_4,sound_2,love
#F80849,shape_10,sound_4,love
#F01D7E,shape_10,sound_5,love
#E2074E,shape_1,sound_1,love
#F90063,shape_9,sound_1,love
#E60C53,shape_8,sound_5,love
#E5154D,shape_4,sound_2,love
#FE3B78,shape_4,sound_5,love
#EC0E79,shape_10,sound_5,love
#FC2D88,shape_8,sound_2,love
#FB036B,shape_1,sound_5,love
#F60A7D,shape_10,sound_5,love
