color_hex,shape,sound,label
#7D3D9F,shape_6,sound_9,fear
#401E4D,shape_2,sound_9,fear
#664490,shape_1,sound_6,fear
#533563,shape_9,sound_9,fear
#5A3778,shape_6,sound_5,fear
#613D73,shape_2,sound_5,fear
#501E7D,shape_9,sound_9,fear
#6A399B,shape_6,sound_6,fear
#46115D,shape_9,sound_5,fear
#6D4587,shape_1,sound_5,fear
#481665,shape_6,sound_6,fear
#45225D,shape_9,sound_9,fear
#6B3888,shape_9,sound_9,fear
#381C50,shape_6,sound_6,fear
#7A4C90,shape_9,sound_6,fear
#8536A0,shape_9,sound_9,fear
#7F2FA5,shape_2,sound_6,fear
#782795,shape_9,sound_5,fear
#643298,shape_9,sound_5,fear
#521D95,shape_2,sound_9,fear
#382153,shape_1,sound_6,fear
#513764,shape_2,sound_6,fear
#431481,shape_5,sound_6,fear
#5C2F71,shape_9,sound_6,fear
#884EA4,shape_9,sound_6,fear
#4F3665,shape_6,sound_9,fear
#3C1565,shape_1,sound_5,fear
#5D3971,shape_2,sound_6,fear
#77309A,shape_1,sound_9,fear
#451558,shape_1,sound_6,fear
#824399,shape_2,sound_5,fear
#381557,shape_6,sound_6,fear
#3F2059,shape_6,sound_9,fear
#4C2F63,shape_2,sound_6,fear
#4F3A6B,shape_6,sound_9,fear
#581871,shape_9,sound_9,fear
#7F3F94,shape_1,sound_6,fear
#482060,shape_9,sound_6,fear
#502582,shape_6,sound_9,fear
#602980,shape_9,sound_5,fear
#4B246D,shape_2,sound_6,fear
#441457,shape_6,sound_6,fear
#6C1995,shape_9,sound_6,fear
#4E1971,shape_6,sound_6,fear
#451257,shape_6,sound_5,fear
#351060,shape_9,sound_9,fear
#71429A,shape_6,sound_5,fear
#682F9B,shape_9,sound_6,fear
#4B2C60,shape_2,sound_6,fear
#71368F,shape_9,sound_5,fear
#3A1A53,shape_9,sound_9,fear
#45167C,shape_1,sound_5,fear
#461C64,shape_6,sound_6,fear
#53317D,shape_2,sound_5,fear
#7753A0,shape_2,sound_6,fear
#56396B,shape_9,sound_6,fear
#3D125A,shape_1,sound_9,fear
#8558B0,shape_6,sound_6,fear
#623283,shape_1,sound_5,fear
#512871,shape_9,sound_9,fear
#8F0BB0,shape_1,sound_1,fear
#5E3668,shape_2,sound_4,fear
#390185,shape_3,sound_7,fear
#533282,shape_4,sound_10,fear
#3D246F,shape_5,sound_3,fear
#7A50BC,shape_6,sound_6,fear
#34008E,shape_7,sound_9,fear
#7B1CBB,shape_8,sound_2,fear
#44036E,shape_9,sound_5,fear
#452F5D,shape_10,sound_8,fear
#694593,shape_1,sound_1,fear
#3E1063,shape_2,sound_4,fear
#542E63,shape_3,sound_7,fear
#6639AC,shape_4,sound_10,fear
#563C7A,shape_5,sound_3,fear
#4F3163,shape_6,sound_6,fear
#4C10C1,shape_7,sound_9,fear
#8C5E9E,shape_8,sound_2,fear
#7501C5,shape_9,sound_5,fear
#8D09BC,shape_10,sound_8,fear
#864FAC,shape_1,sound_1,fear
#A65CBB,shape_2,sound_4,fear
#402558,shape_3,sound_7,fear
#2C1559,shape_4,sound_10,fear
#73098F,shape_5,sound_3,fear
#3B1775,shape_6,sound_6,fear
#8323B1,shape_7,sound_9,fear
#3A1160,shape_8,sound_2,fear
#3B0972,shape_9,sound_5,fear
#6A42BB,shape_10,sound_8,fear
#73278A,shape_1,sound_1,fear
#8645B9,shape_2,sound_4,fear
#986DBD,shape_3,sound_7,fear
#9521BD,shape_4,sound_10,fear
#36137D,shape_5,sound_3,fear
#331C50,shape_6,sound_6,fear
#450D57,shape_7,sound_9,fear
#8A45C2,shape_8,sound_2,fear
#6F199F,shape_9,sound_5,fear
#301C51,shape_10,sound_8,fear
#5E057E,shape_1,sound_1,fear
#A556BA,shape_2,sound_4,fear
#3B2061,shape_3,sound_7,fear
#54299B,shape_4,sound_10,fear
#3E127F,shape_5,sound_3,fear
#754D99,shape_6,sound_6,fear
#730FB5,shape_7,sound_9,fear
#8554A2,shape_8,sound_2,fear
#4B1B57,shape_9,sound_5,fear
#8843B0,shape_10,sound_8,fear
#640286,shape_1,sound_1,fear
#8C1BAE,shape_2,sound_4,fear
#57186A,shape_3,sound_7,fear
#442576,shape_4,sound_10,fear
#4C1965,shape_5,sound_3,fear
#9125BF,shape_6,sound_6,fear
#4D14C3,shape_7,sound_9,fear
#714E8E,shape_8,sound_2,fear
#6E2AA0,shape_9,sound_5,fear
#A347BC,shape_10,sound_8,fear
#3F1D4E,shape_1,sound_1,fear
#6109C3,shape_2,sound_4,fear
#592D7E,shape_3,sound_7,fear
#5C31B8,shape_4,sound_10,fear
#5D129E,shape_5,sound_3,fear
#6F57A1,shape_6,sound_6,fear
#6B4F87,shape_7,sound_9,fear
#8C28AA,shape_8,sound_2,fear
#4C0B98,shape_9,sound_5,fear
#4E276F,shape_10,sound_8,fear
#3A1776,shape_1,sound_1,fear
#8E34C9,shape_2,sound_4,fear
#611791,shape_3,sound_7,fear
#7D4991,shape_4,sound_10,fear
#533291,shape_5,sound_3,fear
#432F63,shape_6,sound_6,fear
#4D0E61,shape_7,sound_9,fear
#54118F,shape_8,sound_2,fear
#662DA9,shape_9,sound_5,fear
#68219F,shape_10,sound_8,fear
#4B1C64,shape_1,sound_1,fear
#8E4BB0,shape_2,sound_4,fear
#63457C,shape_3,sound_7,fear
#4D0E95,shape_4,sound_10,fear
#48316A,shape_5,sound_3,fear
#9C62B5,shape_6,sound_6,fear
#613C6F,shape_7,sound_9,fear
#2C0973,shape_8,sound_2,fear
#6A0198,shape_9,sound_5,fear
#43207D,shape_10,sound_8,fear
#79528D,shape_1,sound_1,fear
#5902C7,shape_2,sound_4,fear
#681A93,shape_3,sound_7,fear
#340D4C,shape_4,sound_10,fear
#9E23C4,shape_5,sound_3,fear
#53308E,shape_6,sound_6,fear
#734BC8,shape_7,sound_9,fear
#7C50A5,shape_8,sound_2,fear
#7711B0,shape_9,sound_5,fear
#37024D,shape_10,sound_8,fear
#F2CE14,shape_1,sound_4,happy
#F7EC03,shape_1,sound_4,happy
#FCF10B,shape_9,sound_2,happy
#ECCC0E,shape_4,sound_7,happy
#F3C806,shape_1,sound_2,happy
#F8DE10,shape_2,sound_7,happy
#EFD623,shape_2,sound_7,happy
#F9CF01,shape_1,sound_7,happy
#EDE400,shape_9,sound_7,happy
#F7DA04,shape_4,sound_2,happy
#F8DE20,shape_2,sound_7,happy
#F7D50B,shape_9,sound_4,happy
#FCF017,shape_2,sound_7,happy
#F8D40C,shape_2,sound_7,happy
#F7D517,shape_1,sound_7,happy
#EDCD18,shape_2,sound_4,happy
#F1D408,shape_4,sound_2,happy
#F4E70E,shape_2,sound_7,happy
#FCD618,shape_1,sound_2,happy
#F7E706,shape_9,sound_7,happy
#F5DF0B,shape_9,sound_2,happy
#FDD510,shape_1,sound_7,happy
#F1E510,shape_2,sound_7,happy
#F8EC16,shape_1,sound_7,happy
#F0E812,shape_9,sound_7,happy
#F4DD00,shape_9,sound_7,happy
#EECE08,shape_2,sound_2,happy
#EBD913,shape_1,sound_10,happy
#F1DF02,shape_1,sound_4,happy
#F1CD21,shape_1,sound_4,happy
#FCD414,shape_1,sound_4,happy
#FEF500,shape_2,sound_4,happy
#F8D50A,shape_2,sound_2,happy
#FDDE1E,shape_4,sound_2,happy
#EFDF1E,shape_1,sound_10,happy
#F7DF19,shape_9,sound_10,happy
#ECDA02,shape_4,sound_4,happy
#EACC0F,shape_2,sound_10,happy
#F0DD22,shape_4,sound_4,happy
#F0E30C,shape_1,sound_2,happy
#F6EE16,shape_4,sound_4,happy
#EADA23,shape_9,sound_2,happy
#F2CE1E,shape_9,sound_10,happy
#FDEE0C,shape_1,sound_10,happy
#F7E420,shape_6,sound_4,happy
#EDCE03,shape_4,sound_4,happy
#FAEA0A,shape_4,sound_2,happy
#EDD205,shape_9,sound_10,happy
#F5E317,shape_9,sound_4,happy
#FCE808,shape_2,sound_2,happy
#FCE205,shape_9,sound_2,happy
#FEE40A,shape_2,sound_2,happy
#F3D20D,shape_2,sound_2,happy
#F8D30F,shape_10,sound_2,happy
#EBDB1D,shape_2,sound_10,happy
#ECCF00,shape_9,sound_4,happy
#F1D31B,shape_2,sound_10,happy
#F7E40F,shape_9,sound_10,happy
#EDCB1E,shape_1,sound_10,happy
#EFDD0A,shape_9,sound_4,happy
#F0E600,shape_4,sound_4,happy
#F0CA16,shape_5,sound_4,happy
#F5E60B,shape_1,sound_4,happy
#FCE706,shape_1,sound_4,happy
#EEDB1D,shape_9,sound_10,happy
#FBE51B,shape_9,sound_10,happy
#F9ED22,shape_4,sound_10,happy
#EEDB20,shape_2,sound_10,happy
#EBC315,shape_1,sound_4,happy
#EECF09,shape_4,sound_2,happy
#ECCF06,shape_2,sound_10,happy
#F3EA1D,shape_4,sound_2,happy
#FEEE0C,shape_4,sound_2,happy
#EFD120,shape_1,sound_10,happy
#FDD311,shape_2,sound_10,happy
#F0E006,shape_2,sound_10,happy
#F3D30C,shape_2,sound_10,happy
#ECCB0F,shape_4,sound_2,happy
#FEE108,shape_4,sound_10,happy
#FCE921,shape_9,sound_10,happy
#F9E813,shape_9,sound_2,happy
#F8D118,shape_4,sound_2,happy
#F1CD18,shape_9,sound_2,happy
#F1EA17,shape_2,sound_2,happy
#F1E414,shape_1,sound_2,happy
#FCF21A,shape_2,sound_2,happy
#FBE50E,shape_2,sound_4,happy
#FED512,shape_4,sound_2,happy
#F5E31D,shape_1,sound_2,happy
#FCED02,shape_2,sound_2,happy
#FED81C,shape_9,sound_2,happy
#FDF312,shape_9,sound_4,happy
#ECD707,shape_9,sound_2,happy
#F5E701,shape_1,sound_4,happy
#FAEC16,shape_9,sound_10,happy
#F0D20F,shape_2,sound_4,happy
#FDDE14,shape_9,sound_4,happy
#F9F11C,shape_2,sound_2,happy
#EFE51B,shape_4,sound_10,happy
#FDE00D,shape_9,sound_10,happy
#FBF30D,shape_9,sound_4,happy
#FCF208,shape_1,sound_2,happy
#EEDC15,shape_4,sound_10,happy
#F9E418,shape_4,sound_2,happy
#EDC31A,shape_4,sound_10,happy
#FDE61C,shape_2,sound_2,happy
#FCF222,shape_9,sound_4,happy
#F4D819,shape_9,sound_2,happy
#FBD423,shape_9,sound_4,happy
#F1CE02,shape_9,sound_4,happy
#EDE315,shape_1,sound_2,happy
#FBDB1C,shape_2,sound_10,happy
#ECE21C,shape_4,sound_2,happy
#F6EC1F,shape_4,sound_10,happy
#F7E80E,shape_9,sound_2,happy
#F1C703,shape_2,sound_2,happy
#EEE511,shape_4,sound_4,happy
#F0C300,shape_1,sound_2,happy
#F4D70E,shape_9,sound_4,happy
#EDDD17,shape_4,sound_2,happy
#F0DB0E,shape_9,sound_2,happy
#FCE815,shape_9,sound_10,happy
#F8E50D,shape_4,sound_2,happy
#FBE51E,shape_9,sound_4,happy
#EED513,shape_9,sound_10,happy
#F5CB0A,shape_9,sound_10,happy
#EDCC1B,shape_1,sound_10,happy
#F2D20E,shape_4,sound_4,happy
#F1D81C,shape_9,sound_10,happy
#FCDD0D,shape_1,sound_2,happy
#F4D901,shape_4,sound_2,happy
#F4E406,shape_2,sound_10,happy
#F0D90F,shape_4,sound_10,happy
#F1D022,shape_9,sound_4,happy
#EFC90A,shape_2,sound_4,happy
#F2D00E,shape_4,sound_10,happy
#EDD619,shape_9,sound_10,happy
#F7D317,shape_9,sound_2,happy
#F6D70D,shape_2,sound_10,happy
#FEDD20,shape_9,sound_2,happy
#F1EA0B,shape_4,sound_10,happy
#EFCE20,shape_1,sound_2,happy
#F3C70D,shape_4,sound_2,happy
#FCE716,shape_1,sound_2,happy
#FDD40A,shape_2,sound_10,happy
#F0DA0A,shape_4,sound_2,happy
#ECC205,shape_2,sound_2,happy
#F3C403,shape_4,sound_4,happy
#EEDE02,shape_9,sound_10,happy
#EFE101,shape_4,sound_10,happy
#F5D320,shape_7,sound_10,happy
#EEDF0D,shape_9,sound_10,happy
#F0DD17,shape_4,sound_10,happy
#EFD518,shape_4,sound_10,happy
#F1E608,shape_2,sound_10,happy
#F7D421,shape_4,sound_4,happy
#F9D61F,shape_1,sound_10,happy
#EBDA22,shape_4,sound_10,happy
#F9DD20,shape_2,sound_4,happy
#FEED1F,shape_4,sound_4,happy
#FCCC0D,shape_1,sound_2,happy
#ECD214,shape_1,sound_4,happy
#F0CE15,shape_1,sound_10,happy
#F8D913,shape_4,sound_10,happy
#EEDD18,shape_9,sound_10,happy
#F2D106,shape_4,sound_2,happy
#F3E320,shape_2,sound_4,happy
#FBD024,shape_7,sound_2,happy
#FCE709,shape_9,sound_4,happy
#FED917,shape_9,sound_4,happy
#F3CE10,shape_1,sound_4,happy
#FEE91D,shape_9,sound_10,happy
#F2DD11,shape_4,sound_4,happy
#FEEA0D,shape_9,sound_4,happy
#EFC81E,shape_9,sound_2,happy
#F4C917,shape_4,sound_10,happy
#EFCA18,shape_2,sound_10,happy
#FED20A,shape_2,sound_10,happy
#FDDA25,shape_2,sound_10,happy
#F5CF18,shape_1,sound_10,happy
#F8D018,shape_9,sound_2,happy
#F9E417,shape_3,sound_4,happy
#FDD513,shape_4,sound_2,happy
#EFE815,shape_9,sound_10,happy
#FBD520,shape_4,sound_2,happy
#F1D31B,shape_4,sound_2,happy
#ECDA1B,shape_9,sound_2,happy
#F2DD15,shape_4,sound_4,happy
#F6E624,shape_2,sound_2,happy
#F9CF0B,shape_4,sound_4,happy
#F0CA20,shape_2,sound_2,happy
#F8EE0B,shape_2,sound_10,happy
#EFC310,shape_1,sound_4,happy
#ECDB13,shape_1,sound_4,happy
#F2C302,shape_9,sound_2,happy
#F2C304,shape_4,sound_4,happy
#F8D120,shape_1,sound_10,happy
#FDD00C,shape_4,sound_2,happy
#FDE422,shape_2,sound_2,happy
#F1D60E,shape_4,sound_4,happy
#D2C243,shape_1,sound_1,happy
#CD993A,shape_2,sound_4,happy
#E9B834,shape_3,sound_7,happy
#B88E35,shape_4,sound_10,happy
#B8BC0D,shape_5,sound_3,happy
#B57705,shape_6,sound_6,happy
#F29D0E,shape_7,sound_9,happy
#BE8801,shape_8,sound_2,happy
#C4A142,shape_9,sound_5,happy
#D0CB15,shape_10,sound_8,happy
#C7990C,shape_1,sound_1,happy
#BAB914,shape_2,sound_4,happy
#FDE004,shape_3,sound_7,happy
#FBDB3F,shape_4,sound_10,happy
#E2D135,shape_5,sound_3,happy
#F4BB28,shape_6,sound_6,happy
#E2E50D,shape_7,sound_9,happy
#C98802,shape_8,sound_2,happy
#B29134,shape_9,sound_5,happy
#D4BA16,shape_10,sound_8,happy
#C4A21F,shape_1,sound_1,happy
#E6EF1C,shape_2,sound_4,happy
#BDA608,shape_3,sound_7,happy
#BA8028,shape_4,sound_10,happy
#EDAF2C,shape_5,sound_3,happy
#E1B647,shape_6,sound_6,happy
#D7AD43,shape_7,sound_9,happy
#EBFD0B,shape_8,sound_2,happy
#F3C406,shape_9,sound_5,happy
#C9982E,shape_10,sound_8,happy
#B88515,shape_1,sound_1,happy
#D9DD29,shape_2,sound_4,happy
#B68E0F,shape_3,sound_7,happy
#EBEB36,shape_4,sound_10,happy
#D0A40F,shape_5,sound_3,happy
#F4C222,shape_6,sound_6,happy
#DCC60A,shape_7,sound_9,happy
#B89934,shape_8,sound_2,happy
#C29118,shape_9,sound_5,happy
#EDDC14,shape_10,sound_8,happy
#F8AC30,shape_1,sound_1,happy
#E0A71C,shape_2,sound_4,happy
#C99625,shape_3,sound_7,happy
#E3ED00,shape_4,sound_10,happy
#F8D41F,shape_5,sound_3,happy
#BC820D,shape_6,sound_6,happy
#F9E028,shape_7,sound_9,happy
#E1E459,shape_8,sound_2,happy
#C9CC2D,shape_9,sound_5,happy
#C2912F,shape_10,sound_8,happy
#C8992F,shape_1,sound_1,happy
#C8CC48,shape_2,sound_4,happy
#FBBC19,shape_3,sound_7,happy
#CBC70B,shape_4,sound_10,happy
#BB8C31,shape_5,sound_3,happy
#BBBE43,shape_6,sound_6,happy
#E4BF37,shape_7,sound_9,happy
#E6A328,shape_8,sound_2,happy
#EDF70C,shape_9,sound_5,happy
#FDD22A,shape_10,sound_8,happy
#C1923C,shape_1,sound_1,happy
#DBBB4C,shape_2,sound_4,happy
#E8C241,shape_3,sound_7,happy
#EBDD42,shape_4,sound_10,happy
#C48C13,shape_5,sound_3,happy
#F7AA06,shape_6,sound_6,happy
#F4DF39,shape_7,sound_9,happy
#C0BE48,shape_8,sound_2,happy
#F6B219,shape_9,sound_5,happy
#FEB735,shape_10,sound_8,happy
#D1C426,shape_1,sound_1,happy
#BDA335,shape_2,sound_4,happy
#E6A928,shape_3,sound_7,happy
#DB9E36,shape_4,sound_10,happy
#E6B00D,shape_5,sound_3,happy
#C3D10D,shape_6,sound_6,happy
#B7A33F,shape_7,sound_9,happy
#D3B83F,shape_8,sound_2,happy
#CABB43,shape_9,sound_5,happy
#C18528,shape_10,sound_8,happy
#BF7F1E,shape_1,sound_1,happy
#DAD531,shape_2,sound_4,happy
#DC9C2C,shape_3,sound_7,happy
#EEDA1F,shape_4,sound_10,happy
#B6A513,shape_5,sound_3,happy
#DBCA17,shape_6,sound_6,happy
#DCEC12,shape_7,sound_9,happy
#EDAA06,shape_8,sound_2,happy
#BAB60E,shape_9,sound_5,happy
#BDBB07,shape_10,sound_8,happy
#ED9901,shape_1,sound_1,happy
#F2BD56,shape_2,sound_4,happy
#BCBA18,shape_3,sound_7,happy
#F9E204,shape_4,sound_10,happy
#F8C143,shape_5,sound_3,happy
#CDD549,shape_6,sound_6,happy
#EFAB12,shape_7,sound_9,happy
#DDB905,shape_8,sound_2,happy
#D4C326,shape_9,sound_5,happy
#E49603,shape_10,sound_8,happy
#E60162,shape_1,sound_7,love
#EA0368,shape_3,sound_4,love
#ED1A7A,shape_8,sound_7,love
#F02787,shape_8,sound_7,love
#FE3895,shape_1,sound_5,love
#E71D60,shape_4,sound_7,love
#FE348E,shape_6,sound_7,love
#F10344,shape_4,sound_2,love
#F00946,shape_4,sound_7,love
#F50C6D,shape_8,sound_7,love
#E41267,shape_10,sound_2,love
#F3197F,shape_4,sound_1,love
#FE1E6F,shape_8,sound_7,love
#F53B97,shape_8,sound_7,love
#F52275,shape_10,sound_4,love
#F92482,shape_10,sound_7,love
#F0076C,shape_10,sound_4,love
#E40470,shape_1,sound_1,love
#E80173,shape_8,sound_7,love
#E83366,shape_1,sound_1,love
#EC245D,shape_1,sound_2,love
#E52A75,shape_8,sound_2,love
#EE1D58,shape_1,sound_7,love
#EC267A,shape_1,sound_2,love
#F8267C,shape_10,sound_5,love
#E52F67,shape_8,sound_7,love
#FB3177,shape_4,sound_1,love
#F41D75,shape_8,sound_7,love
#FA3E9C,shape_8,sound_4,love
#FD165B,shape_10,sound_7,love
#E1376A,shape_10,sound_2,love
#E22D85,shape_4,sound_1,love
#FE0277,shape_4,sound_4,love
#EC1349,shape_10,sound_5,love
#EB3067,shape_8,sound_7,love
#FA2C73,shape_10,sound_2,love
#EB2E6A,shape_10,sound_1,love
#FC046E,shape_7,sound_1,love
#EA1977,shape_10,sound_2,love
#F4177A,shape_4,sound_4,love
#ED346D,shape_1,sound_2,love
#E52356,shape_1,sound_2,love
#EC0858,shape_8,sound_2,love
#FB1066,shape_10,sound_5,love
#E02F86,shape_1,sound_2,love
#FA2267,shape_10,sound_5,love
#E32977,shape_8,sound_4,love
#F12E88,shape_8,sound_2,love
#E40154,shape_4,sound_4,love
#FB044E,shape_1,sound_1,love
#F52A65,shape_10,sound_5,love
#E62D7F,shape_1,sound_5,love
#ED0167,shape_1,sound_5,love
#F0278B,shape_1,sound_4,love
#FA3D81,shape_4,sound_5,love
#F10864,shape_4,sound_5,love
#FD156D,shape_1,sound_5,love
#E21F5D,shape_1,sound_5,love
#E91D77,shape_10,sound_1,love
#ED2B73,shape_1,sound_1,love
#F40E7A,shape_10,sound_1,love
#FD0B5A,shape_10,sound_5,love
#ED2576,shape_1,sound_1,love
#E0356A,shape_1,sound_1,love
#FD368F,shape_8,sound_5,love
#F5134E,shape_1,sound_4,love
#E2073E,shape_8,sound_4,love
#F13076,shape_8,sound_4,love
#EA076B,shape_10,sound_2,love
#FD1365,shape_10,sound_5,love
#FC044F,shape_4,sound_4,love
#FD2671,shape_8,sound_5,love
#E11658,shape_4,sound_2,love
#F53072,shape_10,sound_2,love
#F90543,shape_10,sound_2,love
#E00C73,shape_8,sound_1,love
#F80947,shape_1,sound_5,love
#E90B75,shape_10,sound_4,love
#EC1A6B,shape_8,sound_2,love
#F20359,shape_10,sound_1,love
#E90560,shape_4,sound_5,love
#F10656,shape_4,sound_2,love
#EB0248,shape_8,sound_5,love
#E22566,shape_10,sound_1,love
#FC327A,shape_8,sound_4,love
#E5116D,shape_8,sound_2,love
#F70853,shape_10,sound_4,love
#EF145E,shape_4,sound_4,love
#E83386,shape_4,sound_1,love
#F31566,shape_8,sound_1,love
#F3296F,shape_8,sound_4,love
#F02266,shape_8,sound_2,love
#E3356D,shape_1,sound_1,love
#F0336E,shape_8,sound_4,love
#F0086B,shape_4,sound_2,love
#E91971,shape_8,sound_4,love
#EC3979,shape_4,sound_2,love
#E70D6B,shape_8,sound_4,love
#ED237D,shape_1,sound_1,love
#E7066A,shape_4,sound_1,love
#E32254,shape_1,sound_1,love
#FE326E,shape_1,sound_1,love
#F0248A,shape_1,sound_2,love
#F70362,shape_1,sound_5,love
#E5387C,shape_10,sound_2,love
#E62777,shape_10,sound_2,love
#E5255F,shape_1,sound_5,love
#EB3570,shape_10,sound_5,love
#FD115E,shape_1,sound_4,love
#E42E83,shape_8,sound_2,love
#E42576,shape_1,sound_5,love
#EB1360,shape_10,sound_4,love
#F70F4E,shape_8,sound_2,love
#EF2281,shape_1,sound_4,love
#E70E6D,shape_1,sound_2,love
#F6225A,shape_8,sound_2,love
#F60859,shape_10,sound_1,love
#FD0D6F,shape_1,sound_1,love
#E2245F,shape_10,sound_5,love
#FA3D72,shape_1,sound_5,love
#F40B5D,shape_8,sound_4,love
#FE0D4F,shape_10,sound_1,love
#F5358B,shape_1,sound_1,love
#F53A89,shape_10,sound_5,love
#E12353,shape_10,sound_1,love
#F5084F,shape_1,sound_2,love
#EB1C80,shape_10,sound_1,love
#E6014F,shape_8,sound_4,love
#F81874,shape_1,sound_2,love
#F11A6D,shape_1,sound_2,love
#E32680,shape_4,sound_5,love
#F12084,shape_4,sound_4,love
#FA3468,shape_10,sound_2,love
#E11378,shape_4,sound_4,love
#EC0A5D,shape_8,sound_1,love
#E30C5E,shape_4,sound_5,love
#E12768,shape_1,sound_1,love
#F40365,shape_8,sound_2,love
#E33877,shape_4,sound_5,love
#FD2868,shape_10,sound_2,love
#FD2684,shape_8,sound_5,love
#ED2B5F,shape_1,sound_2,love
#F80D71,shape_10,sound_1,love
#EA2A63,shape_10,sound_5,love
#F21B7B,shape_8,sound_5,love
#FB0556,shape_4,sound_2,love
#F9136C,shape_4,sound_4,love
#F40B4B,shape_1,sound_4,love
#F20463,shape_10,sound_5,love
#F92E6A,shape_10,sound_5,love
#F12980,shape_4,sound_1,love
#EB2886,shape_4,sound_4,love
#ED3261,shape_4,sound_4,love
#F60151,shape_10,sound_2,love
#F41368,shape_8,sound_5,love
#E6196A,shape_1,sound_2,love
#E8145E,shape_10,sound_5,love
#E12479,shape_8,sound_2,love
#EC2C73,shape_1,sound_2,love
#F5246A,shape_8,sound_2,love
#E1175D,shape_8,sound_4,love
#F32A8C,shape_8,sound_2,love
#F80E7A,shape_4,sound_4,love
#F71561,shape_8,sound_4,love
#EE287E,shape_8,sound_1,love
#F72387,shape_8,sound_4,love
#EF2F72,shape_10,sound_1,love
#F71D77,shape_10,sound_2,love
#E4094B,shape_4,sound_1,love
#E50B72,shape_10,sound_5,love
#FC2C80,shape_4,sound_5,love
#E82263,shape_10,sound_5,love
#E7205C,shape_4,sound_1,love
#F80859,shape_10,sound_5,love
#FD2B7D,shape_4,sound_4,love
#E6127B,shape_8,sound_2,love
#E61A5E,shape_4,sound_5,love
#EB1F72,shape_4,sound_2,love
#F80B7B,shape_10,sound_5,love
#E6325F,shape_1,sound_1,love
#E92E6F,shape_4,sound_1,love
#F91E89,shape_1,sound_2,love
#F82965,shape_1,sound_5,love
#EE1171,shape_8,sound_4,love
#FE3C8D,shape_1,sound_5,love
#E90450,shape_10,sound_4,love
#EA2E7B,shape_10,sound_4,love
#E42368,shape_1,sound_5,love
#EB0258,shape_4,sound_2,love
#F80849,shape_10,sound_4,love
#F01D7E,shape_10,sound_5,love
#E2074E,shape_1,sound_1,love
#F90063,shape_9,sound_1,love
#E60C53,shape_8,sound_5,love
#E5154D,shape_4,sound_2,love
#FE3B78,shape_4,sound_5,love
#EC0E79,shape_10,sound_5,love
#FC2D88,shape_8,sound_2,love
#FB036B,shape_1,sound_5,love
#F60A7D,shape_10,sound_5,love
#F74C92,shape_1,sound_1,love
#CD2860,shape_2,sound_4,love
#CF5998,shape_3,sound_7,love
#B31243,shape_4,sound_10,love
#C33772,shape_5,sound_3,love
#D83D71,shape_6,sound_6,love
#F20E8F,shape_7,sound_9,love
#E20062,shape_8,sound_2,love
#EE6A99,shape_9,sound_5,love
#B8245D,shape_10,sound_8,love
#E03F9E,shape_1,sound_1,love
#F91257,shape_2,sound_4,love
#ED547E,shape_3,sound_7,love
#D65486,shape_4,sound_10,love
#DE3D86,shape_5,sound_3,love
#F55E9C,shape_6,sound_6,love
#FD4D7B,shape_7,sound_9,love
#BC5C80,shape_8,sound_2,love
#F61D8F,shape_9,sound_5,love
#FB2D6C,shape_10,sound_8,love
#BA2B79,shape_1,sound_1,love
#BF2F6E,shape_2,sound_4,love
#DC3C6D,shape_3,sound_7,love
#D5578B,shape_4,sound_10,love
#E21560,shape_5,sound_3,love
#E570B4,shape_6,sound_6,love
#F75078,shape_7,sound_9,love
#D0659E,shape_8,sound_2,love
#E90841,shape_9,sound_5,love
#C12F6A,shape_10,sound_8,love
#E50E6B,shape_1,sound_1,love
#F01D77,shape_2,sound_4,love
#F95987,shape_3,sound_7,love
#DA0784,shape_4,sound_10,love
#EF225F,shape_5,sound_3,love
#C6367A,shape_6,sound_6,love
#E26291,shape_7,sound_9,love
#BA186C,shape_8,sound_2,love
#E31868,shape_9,sound_5,love
#D35D96,shape_10,sound_8,love
#E63C78,shape_1,sound_1,love
#D4057C,shape_2,sound_4,love
#DA569F,shape_3,sound_7,love
#D03F93,shape_4,sound_10,love
#D41E4C,shape_5,sound_3,love
#B2417F,shape_6,sound_6,love
#E1468D,shape_7,sound_9,love
#B70A60,shape_8,sound_2,love
#FE2F8A,shape_9,sound_5,love
#B40C4E,shape_10,sound_8,love
#B35075,shape_1,sound_1,love
#BF1761,shape_2,sound_4,love
#F952B4,shape_3,sound_7,love
#B35982,shape_4,sound_10,love
#B51A5F,shape_5,sound_3,love
#CD0861,shape_6,sound_6,love
#D51185,shape_7,sound_9,love
#E770B6,shape_8,sound_2,love
#E44E85,shape_9,sound_5,love
#CA446D,shape_10,sound_8,love
#D70170,shape_1,sound_1,love
#BF0149,shape_2,sound_4,love
#CE1671,shape_3,sound_7,love
#FD1251,shape_4,sound_10,love
#EF76A1,shape_5,sound_3,love
#BA2C79,shape_6,sound_6,love
#BC3465,shape_7,sound_9,love
#F91E60,shape_8,sound_2,love
#FA2E87,shape_9,sound_5,love
#C02358,shape_10,sound_8,love
#EE4097,shape_1,sound_1,love
#FE4091,shape_2,sound_4,love
#EC4873,shape_3,sound_7,love
#D0548C,shape_4,sound_10,love
#E23A76,shape_5,sound_3,love
#E32B66,shape_6,sound_6,love
#B72263,shape_7,sound_9,love
#E3177D,shape_8,sound_2,love
#F36BB6,shape_9,sound_5,love
#B93264,shape_10,sound_8,love
#B5526B,shape_1,sound_1,love
#EB3C6E,shape_2,sound_4,love
